StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId
17,Recording_4,Process_3,2022-02-21T08:19:24+00:00,Click UI element in window,Window 'accuweather  ...  - Microsoft​ Edge',msedge,accuweather - Search and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'accuweather  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Vadodara,  ...  Tomorrow\\'s ... - …\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -57 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",19.0,Check weather condition and accordingly decide the demo date.,Event_15
18,Recording_4,Process_3,2022-02-21T08:19:32+00:00,Click UI element in window,"Edit 'Search' in Window 'Vadodara,  ...  - Microsoft​ Edge'",msedge,"Vadodara, Gujarat, India Today, Tonight & Tomorrow's Weather Forecast | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Vadodara,  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Check weather condition and accordingly decide the demo date.,Event_15
19,Recording_4,Process_3,2022-02-21T08:19:36+00:00,Populate text field in window,"Edit 'Search' 2 in Window 'Vadodara,  ...  - Microsoft​ Edge'; Text:'mumbai'",msedge,"Vadodara, Gujarat, India Today, Tonight & Tomorrow's Weather Forecast | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Vadodara,  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search\\' 2'] Text: 'mumbai' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",21.0,Check weather condition and accordingly decide the demo date.,Event_15
20,Recording_4,Process_3,2022-02-21T08:19:40+00:00,Click UI element in window,"Text 'Mumbai, Maharashtra, IN' in Window 'Vadodara,  ...  - Microsoft​ Edge'",msedge,"Vadodara, Gujarat, India Today, Tonight & Tomorrow's Weather Forecast | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Vadodara,  ...  - Microsoft\u200b Edge\\'']['Text \\'Mumbai, Maharashtra, IN\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",22.0,Check weather condition and accordingly decide the demo date.,Event_15
21,Recording_4,Process_3,2022-02-21T08:19:45+00:00,Click UI element in window,"Hyperlink 'MONTHLY' in Window 'Mumbai,  ...  - Microsoft​ Edge' 3",msedge,"Mumbai, Maharashtra, India Today, Tonight & Tomorrow's Weather Forecast | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Mumbai,  ...  - Microsoft\u200b Edge\\' 3']['Hyperlink \\'MONTHLY\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",23.0,Check weather condition and accordingly decide the demo date.,Event_15
22,Recording_4,Process_3,2022-02-21T08:19:54+00:00,Click UI element in window,"Hyperlink '2 Sunshine; warm, low humidity 34° 25°' in Window 'Mumbai,  ...  - Microsoft​ Edge'",msedge,"Mumbai, Maharashtra, India Monthly Weather | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Mumbai,  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'2 Sunshine; warm, low humidity 34° 25°\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -25 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",24.0,Check weather condition and accordingly decide the demo date.,Event_15
23,Recording_4,Process_3,2022-02-21T08:20:05+00:00,Click UI element in window,Pane 'View' in Window 'Untitled and  ...  - Microsoft​ Edge',msedge,Untitled and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Untitled and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: -31 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",25.0,Check weather condition and accordingly decide the demo date.,Event_15
24,Recording_4,Process_3,2022-02-21T08:20:10+00:00,Press button in window,"Button 'New Tab' in Window 'Mumbai,  ...  - Microsoft​ Edge' 2",msedge,"Mumbai, Maharashtra, India Day and Night Weather | AccuWeather and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Mumbai,  ...  - Microsoft\u200b Edge\\' 2']['Button \\'New Tab\\'']\n""]",26.0,Attach the brochure and send invitation mail,Event_16
25,Recording_4,Process_3,2022-02-21T08:20:12+00:00,Click UI element in window,Edit 'Address and search bar' in Window 'Process  ...  - Microsoft​ Edge',msedge,Process advisor | Power Automate and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Process  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -69 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",27.0,Attach the brochure and send invitation mail,Event_16
26,Recording_4,Process_3,2022-02-21T08:20:16+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'yahoo mail',msedge,New tab and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'yahoo mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",28.0,Attach the brochure and send invitation mail,Event_16
27,Recording_4,Process_3,2022-02-21T08:20:17+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",29.0,Attach the brochure and send invitation mail,Event_16
28,Recording_4,Process_3,2022-02-21T08:20:20+00:00,Click UI element in window,Hyperlink 'Yahoo Mail' in Window 'yahoo mail -  ...  - Microsoft​ Edge',msedge,yahoo mail - Search and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'yahoo mail -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Yahoo Mail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",30.0,Attach the brochure and send invitation mail,Event_16
29,Recording_4,Process_3,2022-02-21T08:20:26+00:00,Press button in window,Button 'Compose' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Compose\\'']\n""]",31.0,Attach the brochure and send invitation mail,Event_16
30,Recording_4,Process_3,2022-02-21T08:20:29+00:00,Click UI element in window,Combo Box ' ...  D_X p_a L_0 B_0' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Combo Box \\' ...  D_X p_a L_0 B_0\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 29 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",32.0,Attach the brochure and send invitation mail,Event_16
31,Recording_4,Process_3,2022-02-21T08:20:31+00:00,Send keys,TextToSend:'Namedes',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Namedes'\n""]",33.0,Attach the brochure and send invitation mail,Event_16
32,Recording_4,Process_3,2022-02-21T08:20:51+00:00,Populate text field in window,Edit 'Subject' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Meeting for new product demo',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Subject\\''] Text: 'Meeting for new product demo' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",34.0,Attach the brochure and send invitation mail,Event_16
33,Recording_4,Process_3,2022-02-21T08:20:56+00:00,Populate text field in window,"Edit 'Message body' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Hello,'",msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\''] Text: 'Hello,' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",35.0,Attach the brochure and send invitation mail,Event_16
34,Recording_4,Process_3,2022-02-21T08:20:56+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\''] Text: 'Hello,' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",36.0,Attach the brochure and send invitation mail,Event_16
35,Recording_4,Process_3,2022-02-21T08:21:38+00:00,Populate text field in window,"Edit 'Message body' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'''Hello,
I arranged a meeting for new product demo. The brochure of this product is attached herewith.'''",msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\''] Text: '''Hello,\n"", ""I arranged a meeting for new product demo. The brochure of this product is attached herewith.''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",37.0,Attach the brochure and send invitation mail,Event_16
36,Recording_4,Process_3,2022-02-21T08:21:47+00:00,Press button in window,Button 'Attach files' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Attach files\\'']\n""]",38.0,Attach the brochure and send invitation mail,Event_16
37,Recording_4,Process_3,2022-02-21T08:21:50+00:00,Select menu option in window,Menu Item 'Attach files from computer' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Attach files from computer\\'']\n""]",39.0,Attach the brochure and send invitation mail,Event_16
38,Recording_4,Process_3,2022-02-21T08:21:55+00:00,Click UI element in window,Edit 'Name' 2 in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 4 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",40.0,Attach the brochure and send invitation mail,Event_16
39,Recording_4,Process_3,2022-02-21T08:21:57+00:00,Press button in window,Button 'Open' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Open\\'']\n""]",41.0,Attach the brochure and send invitation mail,Event_16
40,Recording_4,Process_3,2022-02-21T08:22:03+00:00,Press button in window,Button 'Send' in Window '(3 unread) -  ...  - Microsoft​ Edge',msedge,(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Attach the brochure and send invitation mail,Event_16
0,Recording_5,Process_4,2022-02-21T09:51:53+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",2.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
1,Recording_5,Process_4,2022-02-21T09:51:56+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 6 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
2,Recording_5,Process_4,2022-02-21T09:51:59+00:00,Press button in window,Button 'Notebook' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Notebook\\'']\n""]",4.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
3,Recording_5,Process_4,2022-02-21T09:52:03+00:00,Click UI element in window,Text 'All Notes' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'All Notes\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",5.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
4,Recording_5,Process_4,2022-02-21T09:52:05+00:00,Click UI element in window,Text 'List of Employee New Role' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'List of Employee New Role\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 47 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",6.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
5,Recording_5,Process_4,2022-02-21T09:52:11+00:00,Drag and drop UI element in window,Image 'To get  ...  the context menu.' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -32 MouseDownOffsetX: 5 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Image \\'To get  ...  the context menu.\\''] MouseUpOffsetY: -5 MouseUpOffsetX: 39 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Image \\'To get  ...  the context menu.\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",7.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
6,Recording_5,Process_4,2022-02-21T09:52:13+00:00,Click UI element in window,Document 'Notebook' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -243 OffsetY: 27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",8.0,Go to the note taking app and open the file having details of newly assigned roles to employees,Event_17
7,Recording_5,Process_4,2022-02-21T09:52:33+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' 2 in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -24 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0,Login to the company's employee directory,Event_18
8,Recording_5,Process_4,2022-02-21T09:52:35+00:00,Press button in window,Button 'Microsoft 365 admin center - Home' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Microsoft 365 admin center - Home\\'']\n""]",10.0,Login to the company's employee directory,Event_18
9,Recording_5,Process_4,2022-02-21T09:52:39+00:00,Select menu option in window,Menu Item 'Users' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Users\\'']\n""]",11.0,Change the roles of respective employee in directory,Event_19
10,Recording_5,Process_4,2022-02-21T09:52:42+00:00,Select menu option in window,Menu Item 'Active users' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Active users\\'']\n""]",12.0,Change the roles of respective employee in directory,Event_19
11,Recording_5,Process_4,2022-02-21T09:52:50+00:00,Click UI element in window,Text 'Name Surname' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",13.0,Change the roles of respective employee in directory,Event_19
12,Recording_5,Process_4,2022-02-21T09:53:04+00:00,Press button in window,Button 'Manage roles' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Manage roles\\'']\n""]",14.0,Change the roles of respective employee in directory,Event_19
13,Recording_5,Process_4,2022-02-21T09:53:19+00:00,Click UI element in window,Data Item 'Email@Domain' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",15.0,Change the roles of respective employee in directory,Event_19
14,Recording_5,Process_4,2022-02-21T09:53:25+00:00,Select radio button in window,Radio Button 'Admin center access' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectRadioButton RadioButton: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Radio Button \\'Admin center access\\'']\n""]",16.0,Change the roles of respective employee in directory,Event_19
15,Recording_5,Process_4,2022-02-21T09:53:31+00:00,Click UI element in window,Text 'User Administrator' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'User Administrator\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",17.0,Change the roles of respective employee in directory,Event_19
16,Recording_5,Process_4,2022-02-21T09:53:38+00:00,Press button in window,Button 'Save changes' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save changes\\'']\n""]",18.0,Change the roles of respective employee in directory,Event_19
17,Recording_5,Process_4,2022-02-21T09:53:45+00:00,Click UI element in window,Status Bar in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Status Bar'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 133 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",19.0,Change the roles of respective employee in directory,Event_19
18,Recording_5,Process_4,2022-02-21T09:53:49+00:00,Press button in window,Button 'Back' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Back\\'']\n""]",20.0,Update employees through mail about the change in his role.,Event_20
19,Recording_5,Process_4,2022-02-21T09:53:52+00:00,Press button in window,Button 'Manage username and email' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Manage username and email\\'']\n""]",21.0,Update employees through mail about the change in his role.,Event_20
20,Recording_5,Process_4,2022-02-21T09:53:55+00:00,Drag and drop UI element in window,Text 'Email@Domain' in Text 'Sign this user out of all ‎Office 365‎ sessions.' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Sign this user out of all \u200eOffice 365\u200e sessions.\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()'\n""]",22.0,Update employees through mail about the change in his role.,Event_20
21,Recording_5,Process_4,2022-02-21T09:53:55+00:00,Send keys,TextToSend:'{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()',,,"[""UIAutomation.DragAndDropElement ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Sign this user out of all \u200eOffice 365\u200e sessions.\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()'\n""]",23.0,Update employees through mail about the change in his role.,Event_20
22,Recording_5,Process_4,2022-02-21T09:54:07+00:00,Click UI element in window,Group 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Microsoft 365 E5\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 103 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",24.0,Update employees through mail about the change in his role.,Event_20
23,Recording_5,Process_4,2022-02-21T09:54:08+00:00,Drag and drop UI element in window,Group 'Email@Domain' in Data Item 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 90 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Microsoft 365 E5\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",25.0,Update employees through mail about the change in his role.,Event_20
24,Recording_5,Process_4,2022-02-21T09:54:08+00:00,Send keys,TextToSend:'{LControlKey}({C})',,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 90 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Microsoft 365 E5\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",26.0,Update employees through mail about the change in his role.,Event_20
25,Recording_5,Process_4,2022-02-21T09:54:14+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",27.0,Update employees through mail about the change in his role.,Event_20
26,Recording_5,Process_4,2022-02-21T09:54:20+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 60 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",28.0,Update employees through mail about the change in his role.,Event_20
27,Recording_5,Process_4,2022-02-21T09:54:21+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",29.0,Update employees through mail about the change in his role.,Event_20
28,Recording_5,Process_4,2022-02-21T09:54:24+00:00,Click UI element in window,Hyperlink 'Gmail' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Gmail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",30.0,Update employees through mail about the change in his role.,Event_20
29,Recording_5,Process_4,2022-02-21T09:54:27+00:00,Press button in window,Button 'Compose' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Compose\\'']\n""]",31.0,Update employees through mail about the change in his role.,Event_20
